"uid","date","plotID","subplotID","nestedSubplotID","tagID","supportingStemTagID","pointID","stemAzimuth","stemDistance","scientificName","identificationQualifier","growthForm","remarks"
1,,,,,,,,,,,,,
2,20141111,"HARV_048",41,,"3934",,43,"303.8","2.4","QUERCUS",,"MBT",
3,20141111,"HARV_048",41,,"3905",,43,"286.2","3","TSCA",,"SBT","DEAD"
4,20141111,"HARV_048",41,,"3933",,43,"350.3","3",,,"SBT",
5,20141111,"HARV_048",41,,"3910",,43,"323.9","4.3","TSCA",,"SBT",
6,20141111,"HARV_048",41,,"3913",,43,"318.8","4.7","QUERCUS",,"SBT",
7,20141111,"HARV_048",41,,"3963",,43,"300.9","6","TSCA",,"SBT",
8,20141111,"HARV_048",41,,"3921",,43,"297.6","8.7","QUERCUS",,"SBT",
9,20141111,"HARV_048",41,,"3961",,43,"295.5","10.7",,,"SBT",
10,20141111,"HARV_048",41,,"3956",,43,"309.5","11","TSCA",,"SBT",
11,20141111,"HARV_048",41,,"3915",,43,"324.5","7.7","TSCA",,"SBT",
12,20141111,"HARV_048",41,,"3948",,43,"327.8","9","BOTULA",,"MBT",
13,20141111,"HARV_048",41,,"3937",,43,"338.5","9.7","FAGR",,"SBT",
14,20141111,"HARV_048",41,,"3935",,43,"346.8","10.8",,,"SBT",
15,20141111,"HARV_048",41,,"3914",,43,"350.9","9.8",,,"SBT",
16,20141111,"HARV_048",41,,"3936",,43,"347.9","11.7",,,"SBT",
17,20141111,"HARV_048",41,,"3954",,43,"331.7","12.7","TSCA",,"SBT","DEAD"
18,20141111,"HARV_048",41,,"3988",,43,"269.6","12.8",,,"SBT",
19,20141111,"HARV_048",41,,"3957",,43,"272","17.4",,,"MBT","A;B"
20,20141111,"HARV_048",41,,"3949",,43,"278.3","18.1",,,"SBT",
21,20141111,"HARV_048",41,,"3964",,43,"277.2","13.9","TSCA",,"SBT",
22,20141111,"HARV_048",41,,"3980",,43,"293.7","17.1","TSCA",,"MBT","A;B"
23,20141111,"HARV_048",41,,"3978",,43,"308.1","15.9",,,"SBT",
24,20141111,"HARV_048",41,,"4000",,60,"240.2","9","TSCA",,"SBT","DEAD"
25,20141111,"HARV_048",41,,"3990",,60,"244.6","8.2","FAGR",,"SBT",
26,20141111,"HARV_048",41,,"3991",,60,"234.5","16.9",,,"SBT",
27,20141111,"HARV_048",41,,"3993",,60,"253.2","15.4","TSCA",,"SBT",
28,20141111,"HARV_048",41,,"3994",,60,"252.3","15.9","TSCA",,"SBT",
29,20141111,"HARV_048",41,,"3979",,60,"266.7","13.8","FAGR",,"SBT",
30,20141111,"HARV_048",41,,"3969",,60,"268.7","13.9","FAGR",,"SBT",
31,20141111,"HARV_048",41,,"3987",,60,"244.6","20.1","QUERCUS",,"SBT",
32,20141111,"HARV_048",41,,"3960",,60,"235.2","23.4",,,"SBT",
33,20141111,"HARV_048",23,,"3700",,43,"244.6","0.5","TSCA",,"SBT","no transcription errors found"
34,20141111,"HARV_048",23,,"3699",,43,"239.7","4.2","TSCA",,"SBT",
35,20141111,"HARV_048",23,,"3698",,43,"213.6","7.1","QUERCUS",,"SBT",
36,20141111,"HARV_048",23,,"3697",,43,"162","8.4","QUERCUS",,"SBT",
37,20141111,"HARV_048",23,,"3673",,,,,"TSCA",,"SAP",
38,20141111,"HARV_048",23,,"3674",,,,,"TSCA",,"SMT",
39,20141111,"HARV_048",23,,"3653",,,,,"TSCA",,"SMT",
40,20141111,"HARV_048",23,,"3681",,,,,"TSCA",,"SAP",
41,20141111,"HARV_048",23,,"3666",,,,,"TSCA",,"SAP",
42,20141111,"HARV_048",23,,"3664",,,,,"TSCA",,"SAP","no transcription errors found"
43,20141111,"HARV_048",23,,"3673",,,,,"TSCA",,"SMT",
44,20141111,"HARV_048",23,,"3674",,,,,"TSCA",,"SMT",
45,20141111,"HARV_048",23,,"3658",,,,,"TSCA",,"SMT",
46,20141111,"HARV_048",23,,"3680",,,,,"TSCA",,"SMT",
47,20141111,"HARV_048",23,,"3662",,,,,"TSCA",,"SMT",
48,20141111,"HARV_048",23,,"3601",,,,,"TSCA",,"SMT",
49,20141111,"HARV_048",23,,"3649",,,,,"TSCA",,"SMT",
50,20141111,"HARV_048",23,,"3665",,,,,"TSCA",,"SAP",
51,20141111,"HARV_048",23,,"3660",,,,,"TSCA",,"SAP",
52,20141111,"HARV_048",23,,"3684",,,,,"TSCA",,"SMT","no transcription errors found"
53,20141111,"HARV_048",23,,"3648",,43,,,"TSCA",,"SAP","no transcription errors found"
54,20141111,"HARV_048",23,,"3672",,,,,"LAVREL",,"SAP",
55,20141111,"HARV_048",23,,"3646",,,,,"TSCA",,"SMP",
56,20141111,"HARV_048",23,,"3603",,,,,"TSCA",,"SMT","DEAD"
57,20141111,"HARV_048",23,,"3679",,,,,"TSCA",,"SMT",
58,20141111,"HARV_048",23,,"3667",,,,,"TSCA",,"SMT",
59,20141111,"HARV_048",23,,"3651",,,,,"TSCA",,"SMT",
60,20141111,"HARV_048",23,,"3671",,,,,"TSCA",,"SMT",
61,20141111,"HARV_048",23,,"3650",,,,,"TSCA",,"SAP",
62,20141111,"HARV_048",23,,"3604",,,,,"TSCA",,"SBT",
63,20141111,"HARV_048",23,,"3675",,,,,"TSCA",,"SMT",
64,20141111,"HARV_048",23,,"3670",,,,,"TSCA",,"SMT",
65,20141111,"HARV_048",23,,"3663",,,,,"TSCA",,"SMT",
66,20141111,"HARV_048",23,,"3685",,,,,"TSCA",,"SMT",
67,20141111,"HARV_048",23,,"3652",,,,,"TSCA",,"SMT",
68,20141111,"HARV_048",23,,"3638",,43,"183","16",,,"SBT",
69,20141111,"HARV_048",23,,"3639",,43,"187.3","15.4","TSCA",,"SBT",
70,20141111,"HARV_048",23,,"3621",,43,"187.7","18","TSCA",,"SBT",
71,20141111,"HARV_048",23,,"3602",,43,"189.9","19.1","W PINE",,"SBT",
72,20141111,"HARV_048",23,,"3612",,43,"191.9","19","TSCA",,"SBT",
73,20141111,"HARV_048",23,,"3999",,,,,"TSCA",,"SMT","no transcription errors found"
74,20141111,"HARV_048",23,,"3631",,24,"87.7","6.1","TSCA",,"SBT",
75,20141111,"HARV_048",23,,"3630",,43,"195.4","18.3",,,"SBT","DEAD;no transcription errors found"
76,20141111,"HARV_048",23,,"3627",,43,"196.5","17.8",,,"SBT","DEAD"
77,20141111,"HARV_048",23,,"3633",,43,"197.1","17.7","TSCA",,"SBT",
78,20141111,"HARV_048",23,,"3623",,43,"192","16.8",,,"SBT",
79,20141111,"HARV_048",23,,"3636",,43,"190.5","16","QUERCUS",,"SBT",
80,20141111,"HARV_048",23,,"3637",,43,"193.9","15.9","TSCA",,"SBT",
81,20141111,"HARV_048",23,,"3628",,,,,,,"SMT",
82,20141111,"HARV_048",23,,"3624",,,,,"TSCA",,"SMT","DEAD"
83,20141111,"HARV_048",23,,"3995",,24,"12.1","1.5","TSCA",,"SBT",
84,20141111,"HARV_048",23,,"3997",,,,,"TSCA",,"SMT",
85,20141111,"HARV_048",23,,"3996",,24,"11.3","3.1","TSCA",,"SBT",
86,20141111,"HARV_048",23,,"3626",,24,"209.8","15.8",,,"SBT",
87,20141111,"HARV_048",23,,"3625",,,,,,,"SMT","DEAD"
88,20141111,"HARV_048",23,,"3632",,24,"207.6","14.8","TSCA",,"MBT","A"
89,20141111,"HARV_048",23,,"3634",,24,"212","15.1","TSCA",,"SBT",
90,20141111,"HARV_048",23,,"3635",,24,"205.4","13.5","TSCA",,"SBT",
91,20141111,"HARV_048",23,,"3641",,24,"213.5","9.9","TSCA",,"SBT",
92,20141111,"HARV_048",23,,"3696",,24,"215.9","9.9","TSCA",,"SBT",
93,20141111,"HARV_048",23,,"3998",,,,,"TSCA",,"SMT","no transcription errors found"
94,20141111,"HARV_048",23,,"3695",,43,"231.6","6.4","TSCA",,"SBT",
95,20141111,"HARV_048",23,,"3687",,43,"226.9","12.3","TSCA",,"SBT",
96,20141111,"HARV_048",23,,"3694",,24,"5.4","16.2","TSCA",,"SBT",
97,20141111,"HARV_048",23,,"3691",,24,"250.1","9.8","QUERCUS",,"SBT",
98,20141111,"HARV_048",23,,"3692",,24,"258.4","9.4","QUERCUS",,"SBT",
99,20141111,"HARV_048",23,,"3698",,24,"213.7","7",,,"SBT","no transcription errors found"
100,20141111,"HARV_048",23,,"3604",,,,,"TSCA",,"SMT",
101,20141111,"HARV_048",23,,"3620",,,,,"TSCA",,"SMT",
102,20141111,"HARV_048",23,,"3699",,,,,"TSCA",,"SMT",
103,20141111,"HARV_048",23,,"3640",,24,"162.8","12.7","TSCA",,"SBT",
104,20141111,"HARV_048",23,,"3622",,24,"200.9","14.4","TSCA",,"SBT",
105,20141111,"HARV_048",23,,"3975",,24,"216.9","17.3","TSCA",,"SBT",
106,20141111,"HARV_048",23,,"3644",,24,"231.5","14","TSCA",,"SBT",
107,20141111,"HARV_048",23,,"3686",,24,"238.4","13.2","TSCA",,"SBT",
108,20141111,"HARV_048",23,,"3643",,24,"344.2","15.6","TSCA",,"MBT","no transcription errors found"
109,20141111,"HARV_048",23,,"3693",,24,"339.7","17.9","TSCA",,"SBT",
110,20141111,"HARV_048",23,,"3689",,24,"334.4","15.7","FAGR",,"SBT",
111,20141111,"HARV_048",23,,"3688",,24,"333.9","17.1","FAGR",,"SBT",
112,20141111,"HARV_048",23,,"3690",,24,"336.7","13.4","TSCA",,"SBT",
113,20141111,"HARV_048",23,,"3617",,24,"317.4","12.1","TSCA",,"SBT",
114,20141111,"HARV_048",23,,"3618",,24,"316.3","11.9","TSCA",,"SBT",
115,20141111,"HARV_048",23,,"3610",,24,"316.7","10.9","TSCA",,"SBT",
116,20141111,"HARV_048",23,,"3607",,24,"332.7","10.4","TSCA",,"SBT",
117,20141111,"HARV_048",23,,"3970",,24,"337.7","7.1","TSCA",,"SBT",
118,20141111,"HARV_048",23,,"3971",,24,"336.2","5","TSCA",,"SBT",
119,20141111,"HARV_048",23,,"3977",,24,"327.1","4.9","TSCA",,"SMT","DEAD"
120,20141111,"HARV_048",23,,"3981",,24,"320.8","4.2","TSCA",,"SBT","DEAD"
121,20141111,"HARV_048",23,,"3615",,24,"302.8","12.8","TSCA",,"SBT",
122,20141111,"HARV_048",23,,"3619",,24,"300.5","9.5","TSCA",,"SBT",
123,20141111,"HARV_048",23,,"3608",,24,"288.6","9.8","TSCA",,"SBT",
124,20141111,"HARV_048",23,,"3983",,24,"293.5","6","TSCA",,"SBT",
125,20141111,"HARV_048",23,,"3605",,24,"285","6.8","TSCA",,"SBT",
126,20141111,"HARV_048",23,,"3985",,24,"319","7.4","TSCA",,"SBT",
127,20141111,"HARV_048",23,,"3967",,24,"304.4","4.4",,,"SBT","no transcription errors found"
128,20141111,"HARV_048",23,,"3900",,,,,"TSCA",,"SAP",
129,20141111,"HARV_048",23,,"3899",,,,,"TSCA",,"SAP",
130,20141111,"HARV_048",23,,"3898",,,,,"TSCA",,"SMT",
