"uid","domainID","siteID","plotID","date","dayOfYear","individualID","taxonID","scientificName","identificationQualifier","growthForm","phenophaseName","phenophaseStatus","phenophaseIntensityDefinition","phenophaseIntensity","samplingProtocol","measuredBy","recordedBy","remarks","duplicateIndividualDayStatusQF"
"EDE87CBCDE9A4F449F5CAD9C59DD2DFB","D07","ORNL","ORNL_064","2014-07-29",209,"NEON.PLA.D07.ORNL.06004","VAPA4","Vaccinium pallidum Aiton",,"Deciduous broadleaf","Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%","NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","EY6DvO8NpI5lJHYW3QnRiw31VQzGQ6ke",,1
"A931C17A4DF84CF68C70BEF7BB84838A","D07","ORNL","ORNL_064","2014-07-29",209,"NEON.PLA.D07.ORNL.06070","VAPA4","Vaccinium pallidum Aiton",,"Deciduous broadleaf","Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%","NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","EY6DvO8NpI5lJHYW3QnRiw31VQzGQ6ke",,1
"993027A42C474AB09FF545D02D251841","D07","ORNL","ORNL_064","2014-07-29",209,"NEON.PLA.D07.ORNL.06020","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","EY6DvO8NpI5lJHYW3QnRiw31VQzGQ6ke",,1
"5A8BB62326124EB7BB6FDAEA8167D27D","D07","ORNL","ORNL_064","2014-07-29",209,"NEON.PLA.D07.ORNL.06010","VAPA4","Vaccinium pallidum Aiton",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","EY6DvO8NpI5lJHYW3QnRiw31VQzGQ6ke",,1
"F254A291051345F698E97CF0131C2D80","D07","ORNL","ORNL_064","2014-07-29",209,"NEON.PLA.D07.ORNL.06025","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","EY6DvO8NpI5lJHYW3QnRiw31VQzGQ6ke",,0
"BC98D2D9D7EA4A5FB7CE478805CCE06B","D07","ORNL","ORNL_064","2014-07-29",209,"NEON.PLA.D07.ORNL.06042","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","EY6DvO8NpI5lJHYW3QnRiw31VQzGQ6ke",,1
"D1D7C96BEC0B4D4882DBBD29125E534E","D07","ORNL","ORNL_064","2014-07-29",209,"NEON.PLA.D07.ORNL.06013","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Colored leaves","no",,,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","EY6DvO8NpI5lJHYW3QnRiw31VQzGQ6ke",,1
"743F502B1A8B44DC8850A85B40234457","D07","ORNL","ORNL_064","2014-07-29",209,"NEON.PLA.D07.ORNL.06031","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","EY6DvO8NpI5lJHYW3QnRiw31VQzGQ6ke",,1
"630FB0643A0645249B73F5D2554C8814","D07","ORNL","ORNL_064","2014-07-29",209,"NEON.PLA.D07.ORNL.06024","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Open flowers","no",,,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","EY6DvO8NpI5lJHYW3QnRiw31VQzGQ6ke",,0
"E4707013C83F444CA00168579A14B3F8","D07","ORNL","ORNL_064","2014-07-29",209,"NEON.PLA.D07.ORNL.06001","VAPA4","Vaccinium pallidum Aiton",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","EY6DvO8NpI5lJHYW3QnRiw31VQzGQ6ke",,1
"EEFA18BE14DB49DB863A461B5C8A42B7","D07","ORNL","ORNL_064","2014-07-29",209,"NEON.PLA.D07.ORNL.06050","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Breaking leaf buds","no",,,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","EY6DvO8NpI5lJHYW3QnRiw31VQzGQ6ke",,1
"013C6D5F24544A6B8915B2B2A2B18F38","D07","ORNL","ORNL_064","2014-07-29",209,"NEON.PLA.D07.ORNL.06053","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Colored leaves","no",,,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","EY6DvO8NpI5lJHYW3QnRiw31VQzGQ6ke",,1
"C4CCDDBBDDF04493A63097002D50AC85","D07","ORNL","ORNL_064","2014-07-29",209,"NEON.PLA.D07.ORNL.06031","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Increasing leaf size","no",,,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","EY6DvO8NpI5lJHYW3QnRiw31VQzGQ6ke",,1
"94EDD738D3D94294881722A5A305611E","D07","ORNL","ORNL_064","2014-07-29",209,"NEON.PLA.D07.ORNL.06053","LITU","Liriodendron tulipifera L.",,"Deciduous broadleaf","Falling leaves","no",,,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","EY6DvO8NpI5lJHYW3QnRiw31VQzGQ6ke",,1
"A09CD611C79C4A24AD7160459C9D9BA3","D07","ORNL","ORNL_064","2014-07-29",209,"NEON.PLA.D07.ORNL.06074","VAPA4","Vaccinium pallidum Aiton",,"Deciduous broadleaf","Falling leaves","no",,,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","EY6DvO8NpI5lJHYW3QnRiw31VQzGQ6ke",,1
"03581C6BC2544E5DB5CE8E2DDD85150A","D07","ORNL","ORNL_064","2014-07-29",209,"NEON.PLA.D07.ORNL.06027","VAPA4","Vaccinium pallidum Aiton",,"Deciduous broadleaf","Open flowers","no",,,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","EY6DvO8NpI5lJHYW3QnRiw31VQzGQ6ke",,1
"37FFAEEBD15E4E5DBE07F96E82F9848E","D07","ORNL","ORNL_064","2014-07-29",209,"NEON.PLA.D07.ORNL.06061","VAPA4","Vaccinium pallidum Aiton",,"Deciduous broadleaf","Open flowers","no",,,"NEON.DOC.014040","wUBWszgu2lH2diIu19eQL/9vP8SagSqv","EY6DvO8NpI5lJHYW3QnRiw31VQzGQ6ke",,1
