mortonOrder,plotID,siteID,nlcdClass,plotType,subtype,applicableModules
5144,HARV_020,HARV,woodyWetlands,distributed,tickPlot,tck
5268,HARV_021,HARV,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
5268,HARV_021,HARV,evergreenForest,distributed,birdGrid,brd
5268,HARV_021,HARV,evergreenForest,distributed,mammalGrid,mam
5268,HARV_021,HARV,evergreenForest,distributed,tickPlot,
5272,HARV_022,HARV,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
5272,HARV_022,HARV,evergreenForest,distributed,tickPlot,tck
6316,HARV_023,HARV,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
6316,HARV_023,HARV,evergreenForest,distributed,birdGrid,brd
6316,HARV_023,HARV,evergreenForest,distributed,mammalGrid,mam
6316,HARV_023,HARV,evergreenForest,distributed,tickPlot,
7316,HARV_024,HARV,woodyWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
7316,HARV_024,HARV,woodyWetlands,distributed,birdGrid,brd
9108,HARV_025,HARV,mixedForest,distributed,basePlot,cdw|dhp|div|hbp|vst
9108,HARV_025,HARV,mixedForest,distributed,birdGrid,brd
9108,HARV_025,HARV,mixedForest,distributed,tickPlot,
9132,HARV_026,HARV,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
9132,HARV_026,HARV,evergreenForest,distributed,tickPlot,tck
10452,HARV_027,HARV,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
10776,HARV_028,HARV,mixedForest,distributed,basePlot,div
10776,HARV_028,HARV,mixedForest,distributed,tickPlot,
11608,HARV_029,HARV,evergreenForest,distributed,basePlot,div
11800,HARV_030,HARV,evergreenForest,distributed,basePlot,div
11800,HARV_030,HARV,evergreenForest,distributed,tickPlot,
12436,HARV_031,HARV,evergreenForest,distributed,basePlot,div
12632,HARV_032,HARV,evergreenForest,distributed,basePlot,
12632,HARV_032,HARV,evergreenForest,distributed,mammalGrid,mam
12408,HARV_033,HARV,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
45176,HARV_034,HARV,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
106616,HARV_035,HARV,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
185208,HARV_036,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
225400,HARV_037,HARV,,tower,basePlot,bbc|bgc|cdw|dhp|hbp|ltr|mfb|sme|vst
356472,HARV_038,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
371064,HARV_039,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
385144,HARV_040,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
495736,HARV_041,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
502136,HARV_042,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
581752,HARV_043,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
716920,HARV_044,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
922488,HARV_045,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
1446008,HARV_046,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
1699960,HARV_047,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
1745016,HARV_048,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
1749112,HARV_049,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
1814648,HARV_050,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
2517368,HARV_051,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
3498104,HARV_052,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
2937720,HARV_053,HARV,,tower,phenology,phe
4166520,HARV_054,HARV,,tower,phenology,phe
5136,HARV_055,HARV,deciduousForest,distributed,basePlot,
5400,HARV_056,HARV,deciduousForest,distributed,basePlot,
5464,HARV_057,HARV,deciduousForest,distributed,basePlot,
10900,HARV_058,HARV,mixedForest,distributed,basePlot,div
11156,HARV_059,HARV,mixedForest,distributed,basePlot,div
11536,HARV_060,HARV,mixedForest,distributed,basePlot,
11544,HARV_061,HARV,mixedForest,distributed,basePlot,
12500,HARV_062,HARV,mixedForest,distributed,basePlot,
12568,HARV_063,HARV,woodyWetlands,distributed,basePlot,div
13592,HARV_064,HARV,evergreenForest,distributed,basePlot,
13912,HARV_065,HARV,woodyWetlands,distributed,basePlot,
14936,HARV_066,HARV,woodyWetlands,distributed,basePlot,
16728,HARV_067,HARV,evergreenForest,distributed,basePlot,
17176,HARV_068,HARV,woodyWetlands,distributed,basePlot,
18200,HARV_069,HARV,evergreenForest,distributed,basePlot,
37208,HARV_070,HARV,woodyWetlands,distributed,basePlot,
47764,HARV_071,HARV,woodyWetlands,distributed,basePlot,
52056,HARV_072,HARV,woodyWetlands,distributed,basePlot,
38008,HARV_073,HARV,deciduousForest,distributed,mosquitoPoint,mpt|mos
18776,HARV_074,HARV,deciduousForest,distributed,mosquitoPoint,mpt|mos
18968,HARV_075,HARV,deciduousForest,distributed,mosquitoPoint,mpt|mos
12056,HARV_076,HARV,evergreenForest,distributed,mosquitoPoint,mpt|mos
17752,HARV_077,HARV,mixedForest,distributed,mosquitoPoint,mpt|mos
24600,HARV_078,HARV,mixedForest,distributed,mosquitoPoint,mpt|mos
77336,HARV_079,HARV,evergreenForest,distributed,mosquitoPoint,mpt|mos
47896,HARV_080,HARV,deciduousForest,distributed,mosquitoPoint,mpt|mos
66576,HARV_081,HARV,evergreenForest,distributed,mosquitoPoint,mpt|mos
576404,HARV_082,HARV,woodyWetlands,distributed,mosquitoPoint,mpt|mos
212,HARV_001,HARV,deciduousForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
212,HARV_001,HARV,deciduousForest,distributed,birdGrid,brd
212,HARV_001,HARV,deciduousForest,distributed,mammalGrid,mam
212,HARV_001,HARV,deciduousForest,distributed,tickPlot,tck
660,HARV_002,HARV,deciduousForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|vst
660,HARV_002,HARV,deciduousForest,distributed,tickPlot,
792,HARV_004,HARV,mixedForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
792,HARV_004,HARV,mixedForest,distributed,birdGrid,brd
792,HARV_004,HARV,mixedForest,distributed,tickPlot,tck
884,HARV_005,HARV,deciduousForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
884,HARV_005,HARV,deciduousForest,distributed,tickPlot,
1040,HARV_006,HARV,deciduousForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
1040,HARV_006,HARV,deciduousForest,distributed,birdGrid,brd
1040,HARV_006,HARV,deciduousForest,distributed,mammalGrid,mam
1040,HARV_006,HARV,deciduousForest,distributed,tickPlot,tck
2072,HARV_008,HARV,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
2072,HARV_008,HARV,deciduousForest,distributed,birdGrid,brd
2072,HARV_008,HARV,deciduousForest,distributed,mammalGrid,mam
2072,HARV_008,HARV,deciduousForest,distributed,tickPlot,
2260,HARV_010,HARV,mixedForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|vst
2260,HARV_010,HARV,mixedForest,distributed,mammalGrid,mam
2260,HARV_010,HARV,mixedForest,distributed,tickPlot,
2392,HARV_011,HARV,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
2840,HARV_012,HARV,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
2840,HARV_012,HARV,deciduousForest,distributed,birdGrid,brd
3344,HARV_013,HARV,evergreenForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
3344,HARV_013,HARV,evergreenForest,distributed,birdGrid,brd
3344,HARV_013,HARV,evergreenForest,distributed,tickPlot,
3732,HARV_014,HARV,mixedForest,distributed,basePlot,cdw|dhp|div|hbp|vst
3732,HARV_014,HARV,mixedForest,distributed,birdGrid,brd
3732,HARV_014,HARV,mixedForest,distributed,mammalGrid,mam
3732,HARV_014,HARV,mixedForest,distributed,tickPlot,
4216,HARV_015,HARV,deciduousForest,distributed,basePlot,div
4440,HARV_016,HARV,woodyWetlands,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
4440,HARV_016,HARV,woodyWetlands,distributed,birdGrid,brd
4440,HARV_016,HARV,woodyWetlands,distributed,mammalGrid,mam
4756,HARV_017,HARV,deciduousForest,distributed,basePlot,div
4888,HARV_018,HARV,deciduousForest,distributed,basePlot,div
5144,HARV_020,HARV,woodyWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
5144,HARV_020,HARV,woodyWetlands,distributed,mammalGrid,mam
5144,HARV_020,HARV,woodyWetlands,distributed,tickPlot,tck
5268,HARV_021,HARV,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
5268,HARV_021,HARV,evergreenForest,distributed,birdGrid,brd
5268,HARV_021,HARV,evergreenForest,distributed,mammalGrid,mam
5268,HARV_021,HARV,evergreenForest,distributed,tickPlot,
5272,HARV_022,HARV,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
5272,HARV_022,HARV,evergreenForest,distributed,tickPlot,tck
6316,HARV_023,HARV,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
6316,HARV_023,HARV,evergreenForest,distributed,birdGrid,brd
6316,HARV_023,HARV,evergreenForest,distributed,mammalGrid,mam
6316,HARV_023,HARV,evergreenForest,distributed,tickPlot,
7316,HARV_024,HARV,woodyWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
7316,HARV_024,HARV,woodyWetlands,distributed,birdGrid,brd
9108,HARV_025,HARV,mixedForest,distributed,basePlot,cdw|dhp|div|hbp|vst
9108,HARV_025,HARV,mixedForest,distributed,birdGrid,brd
9108,HARV_025,HARV,mixedForest,distributed,tickPlot,
9132,HARV_026,HARV,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
9132,HARV_026,HARV,evergreenForest,distributed,tickPlot,tck
10452,HARV_027,HARV,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
10776,HARV_028,HARV,mixedForest,distributed,basePlot,div
10776,HARV_028,HARV,mixedForest,distributed,tickPlot,
11608,HARV_029,HARV,evergreenForest,distributed,basePlot,div
11800,HARV_030,HARV,evergreenForest,distributed,basePlot,div
11800,HARV_030,HARV,evergreenForest,distributed,tickPlot,
12436,HARV_031,HARV,evergreenForest,distributed,basePlot,div
12632,HARV_032,HARV,evergreenForest,distributed,basePlot,
12632,HARV_032,HARV,evergreenForest,distributed,mammalGrid,mam
12408,HARV_033,HARV,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
45176,HARV_034,HARV,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
106616,HARV_035,HARV,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
185208,HARV_036,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
225400,HARV_037,HARV,,tower,basePlot,bbc|bgc|cdw|dhp|hbp|ltr|mfb|sme|vst
356472,HARV_038,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
371064,HARV_039,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
385144,HARV_040,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
495736,HARV_041,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
502136,HARV_042,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
581752,HARV_043,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
716920,HARV_044,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
922488,HARV_045,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
1446008,HARV_046,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
1699960,HARV_047,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
1745016,HARV_048,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
1749112,HARV_049,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
1814648,HARV_050,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
2517368,HARV_051,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
3498104,HARV_052,HARV,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
2937720,HARV_053,HARV,,tower,phenology,phe
4166520,HARV_054,HARV,,tower,phenology,phe
5136,HARV_055,HARV,deciduousForest,distributed,basePlot,
5400,HARV_056,HARV,deciduousForest,distributed,basePlot,
5464,HARV_057,HARV,deciduousForest,distributed,basePlot,
10900,HARV_058,HARV,mixedForest,distributed,basePlot,div
11156,HARV_059,HARV,mixedForest,distributed,basePlot,div
11536,HARV_060,HARV,mixedForest,distributed,basePlot,
11544,HARV_061,HARV,mixedForest,distributed,basePlot,
12500,HARV_062,HARV,mixedForest,distributed,basePlot,
12568,HARV_063,HARV,woodyWetlands,distributed,basePlot,div
13592,HARV_064,HARV,evergreenForest,distributed,basePlot,
13912,HARV_065,HARV,woodyWetlands,distributed,basePlot,
14936,HARV_066,HARV,woodyWetlands,distributed,basePlot,
16728,HARV_067,HARV,evergreenForest,distributed,basePlot,
17176,HARV_068,HARV,woodyWetlands,distributed,basePlot,
18200,HARV_069,HARV,evergreenForest,distributed,basePlot,
37208,HARV_070,HARV,woodyWetlands,distributed,basePlot,
47764,HARV_071,HARV,woodyWetlands,distributed,basePlot,
52056,HARV_072,HARV,woodyWetlands,distributed,basePlot,
38008,HARV_073,HARV,deciduousForest,distributed,mosquitoPoint,mpt|mos
18776,HARV_074,HARV,deciduousForest,distributed,mosquitoPoint,mpt|mos
18968,HARV_075,HARV,deciduousForest,distributed,mosquitoPoint,mpt|mos
12056,HARV_076,HARV,evergreenForest,distributed,mosquitoPoint,mpt|mos
17752,HARV_077,HARV,mixedForest,distributed,mosquitoPoint,mpt|mos
24600,HARV_078,HARV,mixedForest,distributed,mosquitoPoint,mpt|mos
77336,HARV_079,HARV,evergreenForest,distributed,mosquitoPoint,mpt|mos
47896,HARV_080,HARV,deciduousForest,distributed,mosquitoPoint,mpt|mos
66576,HARV_081,HARV,evergreenForest,distributed,mosquitoPoint,mpt|mos
576404,HARV_082,HARV,woodyWetlands,distributed,mosquitoPoint,mpt|mos
19,BART_001,BART,mixedForest,distributed,basePlot,bgc|cdw|dhp|div|hbp|sme|vst
19,BART_001,BART,mixedForest,distributed,mammalGrid,mam
19,BART_001,BART,mixedForest,distributed,tickPlot,
36,BART_002,BART,deciduousForest,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
36,BART_002,BART,deciduousForest,distributed,tickPlot,tck
38,BART_003,BART,deciduousForest,distributed,basePlot,bgc|cdw|dhp|div|hbp|vst
38,BART_003,BART,deciduousForest,distributed,birdGrid,brd
38,BART_003,BART,deciduousForest,distributed,tickPlot,
57,BART_004,BART,mixedForest,distributed,basePlot,bgc|cdw|dhp|div|hbp|sme|vst
57,BART_004,BART,mixedForest,distributed,birdGrid,brd
71,BART_005,BART,mixedForest,distributed,basePlot,cdw|dhp|div|hbp|vst
79,BART_006,BART,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
87,BART_007,BART,mixedForest,distributed,basePlot,cdw|dhp|div|hbp|vst
87,BART_007,BART,mixedForest,distributed,mammalGrid,mam
102,BART_008,BART,mixedForest,distributed,basePlot,cdw|dhp|hbp|vst
103,BART_009,BART,deciduousForest,distributed,basePlot,cdw|dhp|hbp|vst
103,BART_009,BART,deciduousForest,distributed,birdGrid,brd
118,BART_010,BART,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
118,BART_010,BART,deciduousForest,distributed,tickPlot,tck
151,BART_011,BART,mixedForest,distributed,basePlot,cdw|dhp|div|hbp|vst
151,BART_011,BART,mixedForest,distributed,tickPlot,tck
163,BART_012,BART,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
163,BART_012,BART,deciduousForest,distributed,birdGrid,brd
163,BART_012,BART,deciduousForest,distributed,mammalGrid,mam
164,BART_013,BART,deciduousForest,distributed,basePlot,div
179,BART_014,BART,deciduousForest,distributed,basePlot,
198,BART_015,BART,mixedForest,distributed,basePlot,cdw|dhp|div|hbp|vst
198,BART_015,BART,mixedForest,distributed,birdGrid,brd
198,BART_015,BART,mixedForest,distributed,mammalGrid,mam
198,BART_015,BART,mixedForest,distributed,tickPlot,tck
199,BART_016,BART,mixedForest,distributed,basePlot,cdw|dhp|div|hbp|vst
199,BART_016,BART,mixedForest,distributed,birdGrid,brd
211,BART_017,BART,deciduousForest,distributed,basePlot,
214,BART_018,BART,mixedForest,distributed,basePlot,div
214,BART_018,BART,mixedForest,distributed,birdGrid,brd
283,BART_019,BART,mixedForest,distributed,basePlot,div
283,BART_019,BART,mixedForest,distributed,tickPlot,tck
307,BART_020,BART,deciduousForest,distributed,mammalGrid,mam
313,BART_021,BART,mixedForest,distributed,basePlot,
315,BART_022,BART,mixedForest,distributed,basePlot,
315,BART_022,BART,mixedForest,distributed,birdGrid,brd
374,BART_023,BART,evergreenForest,distributed,basePlot,bgc|cdw|dhp|div|hbp|sme|vst
550,BART_024,BART,evergreenForest,distributed,basePlot,bgc|cdw|dhp|div|hbp|vst
591,BART_025,BART,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
591,BART_025,BART,evergreenForest,distributed,birdGrid,brd
1359,BART_026,BART,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
4070,BART_027,BART,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
4467,BART_028,BART,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
5255,BART_029,BART,evergreenForest,distributed,basePlot,div
5255,BART_029,BART,evergreenForest,distributed,tickPlot,tck
14707,BART_030,BART,evergreenForest,distributed,basePlot,div
17459,BART_031,BART,evergreenForest,distributed,basePlot,bet|div
75,BART_032,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
267,BART_033,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
331,BART_034,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
651,BART_036,BART,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
779,BART_037,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
1163,BART_039,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
2043,BART_040,BART,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
2379,BART_041,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
2443,BART_042,BART,,tower,basePlot,bbc|bgc|cdw|dhp|hbp|ltr|mfb|sme|vst
2827,BART_044,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
3467,BART_046,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
3659,BART_047,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
20875,BART_050,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
40587,BART_051,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
3147,BART_052,BART,,tower,phenology,phe
15435,BART_053,BART,,tower,phenology,phe
86,BART_054,BART,deciduousForest,distributed,mosquitoPoint,mpt|mos
231,BART_055,BART,deciduousForest,distributed,mosquitoPoint,mpt|mos
531,BART_056,BART,deciduousForest,distributed,mosquitoPoint,mpt|mos
719,BART_057,BART,mixedForest,distributed,mosquitoPoint,mpt|mos
1415,BART_058,BART,evergreenForest,distributed,mosquitoPoint,mpt|mos
2006,BART_059,BART,mixedForest,distributed,mosquitoPoint,mpt|mos
2950,BART_060,BART,mixedForest,distributed,mosquitoPoint,mpt|mos
3379,BART_061,BART,mixedForest,distributed,mosquitoPoint,mpt|mos
307,BART_062,BART,deciduousForest,distributed,basePlot,div
313,BART_063,BART,mixedForest,distributed,tickPlot,
359,BART_064,BART,deciduousForest,distributed,basePlot,
406,BART_065,BART,deciduousForest,distributed,basePlot,
435,BART_066,BART,mixedForest,distributed,basePlot,bet|div
487,BART_067,BART,mixedForest,distributed,basePlot,
499,BART_068,BART,mixedForest,distributed,basePlot,bet|div
21671,BART_069,BART,evergreenForest,distributed,basePlot,
203,BART_070,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
843,BART_071,BART,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
5515,BART_072,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
5707,BART_073,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
20235,BART_074,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
35719,BART_075,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
739,BART_079,BART,deciduousForest,distributed,basePlot,bet|div
931,BART_080,BART,deciduousForest,distributed,basePlot,bet|div
1450,BART_081,BART,mixedForest,distributed,basePlot,bet|div
391,BART_082,BART,evergreenForest,distributed,birdGrid,brd
461,BART_083,BART,evergreenForest,distributed,birdGrid,brd
3927,BART_084,BART,evergreenForest,distributed,mammalGrid,mam
41779,BART_085,BART,evergreenForest,distributed,mosquitoPoint,mpt|mos
42587,BART_086,BART,evergreenForest,distributed,mosquitoPoint,mpt|mos
18,DSNY_001,DSNY,woodyWetlands,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
18,DSNY_001,DSNY,woodyWetlands,distributed,mammalGrid,mam
18,DSNY_001,DSNY,woodyWetlands,distributed,tickPlot,tck
18,"DSNY_001
",DSNY,woodyWetlands,distributed,birdGrid,brd
21,DSNY_002,DSNY,woodyWetlands,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
21,DSNY_002,DSNY,woodyWetlands,distributed,mammalGrid,mam
21,DSNY_002,DSNY,woodyWetlands,distributed,tickPlot,tck
21,"DSNY_002
",DSNY,woodyWetlands,distributed,birdGrid,brd
37,DSNY_003,DSNY,woodyWetlands,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|vst
46,DSNY_004,DSNY,woodyWetlands,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|vst
46,DSNY_004,DSNY,woodyWetlands,distributed,mammalGrid,mam
46,DSNY_004,DSNY,woodyWetlands,distributed,tickPlot,tck
46,"DSNY_004
",DSNY,woodyWetlands,distributed,birdGrid,brd
49,DSNY_005,DSNY,woodyWetlands,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
49,DSNY_005,DSNY,woodyWetlands,distributed,mammalGrid,mam
49,DSNY_005,DSNY,woodyWetlands,distributed,tickPlot,tck
62,DSNY_006,DSNY,woodyWetlands,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
62,DSNY_006,DSNY,woodyWetlands,distributed,mammalGrid,mam
62,DSNY_006,DSNY,woodyWetlands,distributed,tickPlot,tck
85,DSNY_007,DSNY,woodyWetlands,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
85,DSNY_007,DSNY,woodyWetlands,distributed,mammalGrid,mam
85,DSNY_007,DSNY,woodyWetlands,distributed,tickPlot,
89,DSNY_008,DSNY,woodyWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
89,DSNY_008,DSNY,woodyWetlands,distributed,tickPlot,
89,"DSNY_008
",DSNY,woodyWetlands,distributed,birdGrid,brd
101,DSNY_009,DSNY,pastureHay,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
101,DSNY_009,DSNY,pastureHay,distributed,mammalGrid,mam
102,DSNY_010,DSNY,woodyWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
102,"DSNY_010
",DSNY,woodyWetlands,distributed,birdGrid,brd
105,DSNY_011,DSNY,woodyWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
110,DSNY_012,DSNY,woodyWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
146,DSNY_013,DSNY,woodyWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
146,DSNY_013,DSNY,woodyWetlands,distributed,tickPlot,
146,"DSNY_013
",DSNY,woodyWetlands,distributed,birdGrid,brd
165,DSNY_014,DSNY,woodyWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
165,DSNY_014,DSNY,woodyWetlands,distributed,tickPlot,
166,DSNY_015,DSNY,woodyWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
166,DSNY_015,DSNY,woodyWetlands,distributed,tickPlot,
201,DSNY_016,DSNY,pastureHay,distributed,basePlot,bet|bgc|cdw|dhp|div|hbp|sme|vst
201,DSNY_016,DSNY,pastureHay,distributed,mammalGrid,mam
201,"DSNY_016
",DSNY,pastureHay,distributed,birdGrid,brd
217,DSNY_017,DSNY,woodyWetlands,distributed,basePlot,cdw|dhp|div|hbp|vst
217,DSNY_017,DSNY,woodyWetlands,distributed,birdGrid,brd
217,DSNY_017,DSNY,woodyWetlands,distributed,tickPlot,
229,DSNY_018,DSNY,woodyWetlands,distributed,basePlot,div
233,DSNY_019,DSNY,woodyWetlands,distributed,basePlot,div
233,DSNY_019,DSNY,woodyWetlands,distributed,tickPlot,
233,"DSNY_019
",DSNY,woodyWetlands,distributed,birdGrid,brd
238,DSNY_020,DSNY,woodyWetlands,distributed,basePlot,div
238,DSNY_020,DSNY,woodyWetlands,distributed,tickPlot,
265,DSNY_021,DSNY,pastureHay,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
270,DSNY_022,DSNY,woodyWetlands,distributed,basePlot,div
274,DSNY_023,DSNY,woodyWetlands,distributed,basePlot,div
274,DSNY_023,DSNY,woodyWetlands,distributed,tickPlot,
277,DSNY_024,DSNY,woodyWetlands,distributed,basePlot,div
277,DSNY_024,DSNY,woodyWetlands,distributed,tickPlot,
293,DSNY_025,DSNY,pastureHay,distributed,basePlot,cdw|dhp|div|hbp|vst
294,DSNY_026,DSNY,woodyWetlands,distributed,basePlot,div
318,DSNY_027,DSNY,woodyWetlands,distributed,basePlot,div
338,DSNY_028,DSNY,woodyWetlands,distributed,basePlot,
358,DSNY_029,DSNY,woodyWetlands,distributed,basePlot,
366,DSNY_030,DSNY,woodyWetlands,distributed,basePlot,
402,DSNY_031,DSNY,woodyWetlands,distributed,basePlot,
425,DSNY_032,DSNY,woodyWetlands,distributed,basePlot,
446,DSNY_033,DSNY,woodyWetlands,distributed,basePlot,
485,DSNY_034,DSNY,pastureHay,distributed,basePlot,cdw|dhp|div|hbp|vst
485,DSNY_034,DSNY,pastureHay,distributed,mammalGrid,
485,"DSNY_034
",DSNY,pastureHay,distributed,birdGrid,brd
489,DSNY_035,DSNY,woodyWetlands,distributed,basePlot,
553,DSNY_036,DSNY,pastureHay,distributed,basePlot,div
553,DSNY_036,DSNY,pastureHay,distributed,mammalGrid,mam
969,DSNY_037,DSNY,pastureHay,distributed,basePlot,div
1033,DSNY_038,DSNY,pastureHay,distributed,basePlot,
1033,"DSNY_038
",DSNY,pastureHay,distributed,birdGrid,brd
