"country","stateProvince","county","domainName","domainID","siteName","siteID","plotType","subtype","subtypeSpecification","plotID","plotSize","plotDimensions","referencePointPosition","decimalLatitude","decimalLongitude","geodeticDatum","utmZone","easting","northing","coordinateUncertainty","elevation","elevationUncertainty","minimumElevation","maximumElevation","slopeGradient","slopeAspect","nlcdClass","soilTypeOrder","inclusionProbability","coordinateSource","recordedDate","filteredPositions","plotPdop","plotHdop","applicableModules"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_001",1600,"40m x 40m","41",44.0471,-71.3067,"WGS84","19N",315210.293,4879688.441,0.21,468.81,0.32,,,,,"mixedForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","mammalGrid","diversity","BART_001",8100,"90m x 90m","E5",44.0469,-71.3051,"WGS84","19N",315334.49,4879663.973,0.26,469.78,0.36,,,,,"mixedForest",,,"GeoXH 6000",,,,,"mam"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_002",1600,"40m x 40m","41",44.0351,-71.2729,"WGS84","19N",317881.97,4878280.691,0.23,550.82,0.37,,,,,"deciduousForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_003",1600,"40m x 40m","41",44.0553,-71.2632,"WGS84","19N",318720.738,4880499.774,0.17,437.85,0.26,,,,,"deciduousForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","birdGrid","ninePoints","BART_003",250000,"500m x 500m","B2",44.0549,-71.2631,"WGS84","19N",318722.024,4880464.938,0.32,438.47,0.36,,,,,"deciduousForest",,,"GeoXH 6000",,,,,"brd"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_004",1600,"40m x 40m","41",44.0416,-71.2869,"WGS84","19N",316774.55,4879032.785,0.19,526.43,0.29,,,,,"mixedForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","birdGrid","ninePoints","BART_004",250000,"500m x 500m","B2",44.0412,-71.287,"WGS84","19N",316766.575,4878994.04,0.22,526.26,0.5,,,,,"mixedForest",,,"GeoXH 6000",,,,,"brd"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_005",1600,"40m x 40m","41",44.0546,-71.2822,"WGS84","19N",317192.997,4880471.692,0.22,304.93,0.25,,,,,"mixedForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_006",1600,"40m x 40m","41",44.0605,-71.3109,"WGS84","19N",314911.193,4881190.187,0.11,432.74,0.21,,,,,"deciduousForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_007",1600,"40m x 40m","41",44.0497,-71.2985,"WGS84","19N",315871.262,4879960.86,0.19,391.16,0.32,,,,,"mixedForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","mammalGrid","diversity","BART_007",8100,"90m x 90m","E5",44.0511,-71.2984,"WGS84","19N",315886.187,4880118.03,0.21,382.72,0.36,,,,,"mixedForest",,,"GeoXH 6000",,,,,"mam"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","birdGrid","ninePoints","BART_009",250000,"500m x 500m","B2",44.0541,-71.2999,"WGS84","19N",315772.997,4880452.321,0.27,359.66,0.34,,,,,"deciduousForest",,,"GeoXH 6000",,,,,"brd"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_010",1600,"40m x 40m","41",44.0501,-71.2667,"WGS84","19N",318422.209,4879932.269,0.12,430.2,0.17,,,,,"deciduousForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","tickPlot",,"BART_010",1600,"40m x 40m","41",44.0511,-71.2678,"WGS84","19N",318338.39,4880048.793,0.24,413.01,0.42,,,,,"deciduousForest",,,"GeoXH 6000",,,,,"tck"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_011",1600,"40m x 40m","41",44.05,-71.2963,"WGS84","19N",316051.185,4879990.553,0.12,370.12,0.17,,,,,"mixedForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","tickPlot",,"BART_011",1600,"40m x 40m","41",44.0488,-71.2954,"WGS84","19N",316121.265,4879852.6,0.18,399.5,0.23,,,,,"mixedForest",,,"GeoXH 6000",,,,,"tck"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_012",1600,"40m x 40m","41",44.0461,-71.3163,"WGS84","19N",314433.405,4879600.469,0.3,558.92,0.41,,,,,"deciduousForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","birdGrid","ninePoints","BART_012",250000,"500m x 500m","B2",44.0478,-71.3157,"WGS84","19N",314485.917,4879791.145,0.43,587.49,0.42,,,,,"deciduousForest",,,"GeoXH 6000",,,,,"brd"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","mammalGrid","diversity","BART_012",8100,"90m x 90m","E5",44.0475,-71.3155,"WGS84","19N",314507.079,4879752.702,0.29,579.88,0.41,,,,,"deciduousForest",,,"GeoXH 6000",,,,,"mam"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_013",1600,"40m x 40m","41",44.0417,-71.2776,"WGS84","19N",317521.894,4879030.647,0.15,414.81,0.23,,,,,"deciduousForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_015",1600,"40m x 40m","41",44.0429,-71.2731,"WGS84","19N",317883.867,4879150.148,0.18,439.15,0.22,,,,,"mixedForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","birdGrid","ninePoints","BART_015",250000,"500m x 500m","B2",44.0426,-71.273,"WGS84","19N",317890.948,4879121.169,0.17,437.2,0.22,,,,,"mixedForest",,,"GeoXH 6000",,,,,"brd"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","mammalGrid","diversity","BART_015",8100,"90m x 90m","E5",44.0429,-71.2751,"WGS84","19N",317728.127,4879154.635,0.2,419.12,0.28,,,,,"mixedForest",,,"GeoXH 6000",,,,,"mam"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","tickPlot",,"BART_015",1600,"40m x 40m","41",44.0421,-71.2716,"WGS84","19N",318003.532,4879062.971,0.31,454.99,0.46,,,,,"mixedForest",,,"GeoXH 6000",,,,,"tck"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_016",1600,"40m x 40m","41",44.0513,-71.2885,"WGS84","19N",316681.316,4880112.062,0.17,316.83,0.29,,,,,"mixedForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","birdGrid","ninePoints","BART_016",250000,"500m x 500m","B2",44.0493,-71.2855,"WGS84","19N",316911.089,4879883.269,0.13,325.44,0.18,,,,,"mixedForest",,,"GeoXH 6000",,,,,"brd"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_018",1600,"40m x 40m","41",44.0585,-71.2779,"WGS84","19N",317552.627,4880890.136,0.24,315.47,0.36,,,,,"mixedForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","birdGrid","ninePoints","BART_018",250000,"500m x 500m","B2",44.06,-71.2779,"WGS84","19N",317553.751,4881056.445,0.12,297.21,0.22,,,,,"mixedForest",,,"GeoXH 6000",,,,,"brd"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_019",1600,"40m x 40m","41",44.0694,-71.2861,"WGS84","19N",316922.649,4882117.998,0.2,243.18,0.26,,,,,"mixedForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","tickPlot",,"BART_019",1600,"40m x 40m","41",44.0693,-71.288,"WGS84","19N",316773.723,4882120.622,0.16,231.75,0.24,,,,,"mixedForest",,,"GeoXH 6000",,,,,"tck"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_023",1600,"40m x 40m","41",44.0493,-71.2636,"WGS84","19N",318663.28,4879840.768,0.24,498.08,0.3,,,,,"evergreenForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_024",1600,"40m x 40m","41",44.0528,-71.2638,"WGS84","19N",318662.654,4880226.248,0.22,434.42,0.34,,,,,"evergreenForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_025",1600,"40m x 40m","41",44.0594,-71.3131,"WGS84","19N",314729.242,4881070.195,0.23,542.76,0.27,,,,,"evergreenForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","birdGrid","ninePoints","BART_025",250000,"500m x 500m","B2",44.0601,-71.3155,"WGS84","19N",314544.455,4881159.906,0.25,575.84,0.32,,,,,"evergreenForest",,,"GeoXH 6000",,,,,"brd"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_026",1600,"40m x 40m","41",44.0613,-71.3139,"WGS84","19N",314672.659,4881280.354,0.23,512.85,0.42,,,,,"evergreenForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_027",1600,"40m x 40m","41",44.0579,-71.2617,"WGS84","19N",318841.588,4880796.019,0.28,427.15,0.34,,,,,"evergreenForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_028",1600,"40m x 40m","41",44.0541,-71.3065,"WGS84","19N",315242.196,4880465.478,0.16,485.67,0.19,,,,,"evergreenForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_029",1600,"40m x 40m","41",44.0577,-71.2883,"WGS84","19N",316713.259,4880832.563,0.22,297.37,0.33,,,,,"evergreenForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","tickPlot",,"BART_029",1600,"40m x 40m","41",44.0589,-71.2893,"WGS84","19N",316634.698,4880968.217,0.21,291.71,0.33,,,,,"evergreenForest",,,"GeoXH 6000",,,,,"tck"
"unitedStates","NH","Carroll","Northeast","D01","Bartlett Experimental Forest","BART","distributed","basePlot",,"BART_030",1600,"40m x 40m","41",44.0538,-71.3081,"WGS84","19N",315117.901,4880437.649,0.25,501.3,0.29,,,,,"evergreenForest",,,"GeoXH 6000",,,,,"bet|bgc|div|hbp|sme"
